"accession_name","branch_number","carotenoid1_8","DM_gravity","DM_yield_ha","germination_perc","height","height_1st_branch","height_wt_leaf","lodging1_3","plant_type","root_constriction1_3","root_length1_3","root_number","root_number_commercial","root_peduncle1_3","root_shape1_6","root_skin_color1_3","root_type1_5","root_weight_plot","thrips1_5","vigor1_5","yield_ha","BLUEs_WAB_20min_10mon","BLUEs_WAB_30min_10mon","BLUEs_carotenoidtotal","BLUEs_betacarotenoid_nirs","BLUEs_DM_nirs","BLUEs_ave_WAB","BLUPs_WAB_20min_10mon","BLUPs_WAB_30min_10mon","BLUPs_carotenoidtotal","BLUPs_betacarotenoid_nirs","BLUPs_DM_nirs","BLUPs_ave_WAB"
"GM14807B-4",0.39,2.39,28.73,3.75,95.33,257.19,248.71,79.13,1.41,2.19,1.05,2.24,22.11,7.33,1.22,2.63,1.07,2.81,4.89,1.13,4.31,11.94,8.1,15,0.9,0.8,41.6,11.4,6.8,12.3,1,1,41.7,9.6
"GM14807B-6",2.57,2.41,24.99,3.01,97.82,223.77,127.17,46.09,1.46,3.62,1.05,2.23,18.84,9.9,1.14,2.58,1.02,2.56,4.66,1.12,4.09,11.36, , , , , , , , , , , , 
"GM14807B-8",0.44,2.76,28.09,5.11,94.75,236.04,208.05,53.84,1.35,2.11,1.05,2.23,23.43,12.11,1.12,2.39,1.09,2.02,6.85,1.17,4.32,16.88,9.8,35.6,4.1,1.8,39.9,22.6,7,27.8,3.5,1.8,40.3,17.5
"GM14807B-9",0.4,2.02,28.52,2.53,87.41,212.86,177.42,51.24,1.83,3.57,1.04,2.25,19.7,7.41,1.11,2.63,2.87,2.79,3.53,2.04,4.2,8.53, , , , , , , , , , , , 
"GM14811B-5",0.3,2.08,29.18,2.57,95.23,205.4,169.22,41.5,1.45,2.62,1.05,2.22,16.42,7.22,1.13,2.13,2.81,2.96,3.54,1.14,4.24,8.54,7.8,22.3,2.3,1.1,43.9,14.3,6.9,17.4,1.8,1.1,44,12.2
"GM14811B-6",0.75,2.07,31.03,3.26,95.43,232.59,101.98,49.84,1.42,3.12,1.05,2.25,18.47,7.99,1.14,2.62,2.78,2.4,4.06,1.07,4.3,9.85,3.8,7.3,1,0.7,45.2,4.1,6.4,11.4,1.3,0.8,45,8.9
"GM14811B-7",2.82,2,28.31,2.71,94.75,226.5,72.41,51.46,1.79,3.46,1.05,2.22,18.19,5.88,1.22,2.62,2.86,3.28,3.93,1.17,4.33,9.54, , ,1.6,1.2,43.6, , , ,1.7,1.1,44.1, 
"GM14811B-9",1.24,2.01,30.27,4.49,95.55,225.41,186.95,35.96,1.82,2.53,1.04,2.26,20.28,8.04,1.2,2.64,2.85,2.4,5.67,1.17,4.33,13.9,7.5,20.2,1.6,1,42.8,13.8,7.1,18.5,1.6,1.1,43,12.9
"GM14818A-6",0.24,2.41,26.99,2.94,97.59,225.55,198.03,47.16,1.43,2.64,1.05,2.51,23.71,6.6,1.23,2.58,1.03,2.99,4.32,1.13,4.3,10.51, , ,1.3,0.5,42, , , ,1.2,0.5,41.5, 
"GM14819A-1",0.59,2.4,30.47,7.4,95.61,222.33,197.55,49.46,1.36,2.07,1.04,2.25,25.86,15.45,1.2,2.41,1.11,2.4,9.09,1.17,4.34,22.52,1.8,-0.4,1.7,1.2,42.2,1.9,5.2,11,1.3,0.9,41,8.2
"GM14819A-8",3.85,2.08,29.05,3.59,95.27,208.37,102.87,41.56,1.46,3.51,1.05,1.93,20.44,9.12,1.13,2.37,2.81,2.53,4.7,1.13,4.36,11.46,5.9,10.6,2,1.2,41.6,7.7,7.1,14.7,2.2,1.4,41.2,10.8
"GM14823A-5",2.81,1.99,32.17,5.42,94.73,226.93,79.1,52.19,1.35,3.5,1.05,2.23,22.79,10.1,1.22,2.63,2.84,2.43,6.25,1.16,4.31,15.38,6.8,24.7,1.9,1.2,43.2,15.1,7.6,21.8,1.8,1.2,43.2,14.8
"GM14823A-7",1.34,2.4,28.71,3.84,97.73,220.38,164.03,46.18,1.49,2.18,1.05,2.22,23.4,10.08,1.14,2.59,1.9,2.54,5.21,1.1,4.23,12.75,5.7,8,0.4,0.3,41.7,9.2,6.6,15.8,0.1,0.2,41.5,11.1
"GM14825A-10",4.01,2.03,29.32,4.09,94.2,208.33,100.37,43.69,1.79,3.53,1.09,2.24,18.73,10.58,1.13,2.59,2.83,2.54,5.42,1.2,4.31,13.27, , , , , , , , , , , , 
"GM14825A-3",1.18,2.07,29.7,5.51,95.25,230.98,186.05,55.3,1.19,2.48,1.05,2.52,20.28,9.84,1.11,2.4,1.13,2.36,7.02,1.19,4.31,17.31,11.2,33,2.1,1.6,43.7,22,9.9,26.7,2,1.5,43.5,18.2
"GM14825A-7",0.98,2.01,27.91,2.5,95.39,204.25,143.68,44.08,1.42,2.67,1.09,2.24,19.09,6.6,1.12,2.39,2.82,2.82,3.46,1.13,4.32,8.34, , ,-0.2,0.1,33.8, , , ,0,0.2,34.2, 
"GM14825A-9",1.97,2.08,27.39,2.52,95.53,218.5,131.22,49.08,1.48,2.96,1.05,2.24,19.52,6.57,1.14,2.61,2.88,2.84,3.79,1.1,4.19,9.19,12.4,23.9,1.7,1.1,41.5,17.9,8.3,16.9,1.6,1.1,41.6,12.5
"GM14833A-2",3.45,2,30.19,3.39,94.22,211.53,75.86,45.02,1.36,3.49,1.05,2.22,23.1,6.67,1.13,2.6,2.87,3.3,4.29,1.2,4.21,10.44,8.9,37,0.8,0.4,39.5,22.7,7.1,27.6,0.9,0.6,39.8,17.4
"GM14833A-3",2.46,2.02,28.42,3.62,97.33,183.99,107.61,39.52,1.48,4.07,1.05,2.22,23.57,8.18,1.14,2.36,2.77,2.95,4.98,1.08,4.33,12.18,12.5,35.5,1.8,1.8,40.9,23.6,9,27.5,1.6,1.3,41.2,18.1
"GM14833A-5",3.96,2.01,28.99,3.31,95.75,205.78,81.08,38.13,1.46,4.07,1.05,2.22,21.05,8.29,1.23,2.62,2.82,2.43,4.41,1.15,4.19,10.74,6.8,10,-0.3,-0.6,34.3,8.5,7.6,15,0,0.1,34.2,11.3
"GM14833A-6",2.69,2.09, ,3.04,96.08,185.43,102.23,36.8,1.51,3.88,1.05,1.94,16.8,8.44,1.14,2.6,2.8,3.31,3.4,1.14,4.33,8.21,12.6,18.9,0.7,0.4,42.6,16,10.1,19.1,0.8,0.6,41.9,14.6
"GM14833A-8",0.39,2.01,27.74,3.99,95.62,225.75,196.11,49.73,1.44,2.65,1.05,2.23,21.07,10.61,1.12,2.39,2.87,2.41,5.66,1.14,4.34,13.89, , ,0.6,0,43, , , ,0.5,0.4,42.6, 
"GM14835B-1",5.55,2.08,29.69,5.19,94.91,216.2,98.35,42.83,1.44,3.51,1.05,2.23,20.14,10.79,1.13,2.61,2.79,2.5,6.58,1.11,4.33,16.19,4.2,9.4,0.3,0.2,43.2,6.5,4.8,11.3,0.6,0.3,42.6,8
"GM14835B-2",2.89,1.99,29.73,3.79,94.31,218.13,137.65,34.82,1.78,3.07,1.04,2.25,22.16,10.02,1.1,2.63,2.83,2.82,4.93,1.14,4.33,12.05,5.8,10.2,0.7,0.8,39.7,8.2,5.5,10.9,0.9,0.7,40.2,8.2
"GM14835B-3",2.11,1.98,28.72,4.29,95.27,218.77,86.23,52.39,1.89,3.05,1.04,2.26,22.12,10.51,1.18,2.41,2.83,2.8,6.06,1.14,4.32,14.89,8.2,15.9,0.1,0.3,42.1,12.5,5.7,13.8,0.6,0.6,41.2,9.7
"GM14841B-3",0.14,2.07,28.77,4.91,94.41,226.83,212.37,43.26,1.36,2.58,1.05,2.24,23.08,11.83,1.13,2.39,1.05,2.06,6.45,1.09,4.3,15.89,13.7,34.9,0.2,0,41.2,24.6,9.5,24.4,0.4,0.4,40.9,16.9
"GM14843B-10",0.43,2.38,31.29,3.23,95.46,225.98,200.24,52.32,1.41,2.01,1.05,2.22,18.22,8.17,1.13,2.62,2.84,2.87,4.1,1.16,4.32,9.96,3.6,10.2,1.6,0.9,42.3,6.8,6.5,16.5,1.2,0.8,41.8,11.5
"GM14843B-3",2.92,2.01,30.98,3.1,95.09,196.06,70.27,41.9,1.36,3.62,1.05,2.22,16.68,7.48,1.12,2.62,2.86,2.85,4.03,1.17,4.33,9.77,9.1,27.7,0.9,0.8,42.4,18.2,8.1,22.9,1,0.7,42.1,15.6
"GM14843B-7",0.44,2,30.71,3.49,95.12,214.9,185.6,48.91,1.38,2.51,1.04,2.24,17.99,8.39,1.23,2.39,2.82,2.84,4.32,1.13,4.2,10.51,8.6,21.6,0,-0.3,41.8,15.5,8.4,23.2,0.6,0.3,41.3,15.8
"GM14843B-9",1,2.02,31.24,4.15,94.65,161.56,82.96,45.97,1.4,2.64,1.04,2.25,19.03,9.83,1.31,2.63,2.81,2.36,5.01,1.1,4.32,12.25,4.8,8.1,0.7,0.5,42.9,6.6,4.3,9.3,1,0.6,42.2,6.8
"GM14845B-2",2.66,2.08,28.01,3.33,95.27,214.22,100.77,41.66,1.46,3.55,1.05,2.22,20.34,7.15,1.13,2.37,2.81,2.95,4.66,1.13,4.18,11.37,6.5,22.9,2.1,1.3,40.6,14.3,7.2,22.4,1.9,1.3,40.5,14.9
"GM14845B-4",1.84,2,29.6,2.78,95.63,191.39,117.56,37.18,1.79,3.98,1.04,2.25,15.91,7.04,1.1,2.41,2.85,2.77,3.63,1.14,4.32,8.77,4.2,15.2,0.4,0.8,40.9,11.4,4.4,16.8,0.6,0.7,40.9,10.6
"GM14845B-6",3.67,2.07,28.49,2.86,94.23,223.49,129.52,40.27,2.21,3.47,1.05,2.25,18.53,8.61,1.13,2.39,2.69,2.89,4.11,1.08,4.31,9.99,10.2,26,0.7,0.6,37,18.4,8.7,22.3,1.1,0.8,36.8,15.6
"GM14863A-2",2.67,2.08,26.81,2.01,87.75,237.88,145.68,44.46,1.89,2.6,1.05,2.22,14.86,5.94,1.23,2.6,2.8,3.37,2.99,1.14,4.34,7.15, , , , , , , , , , , , 
"GM14864A-1",0.85,2.03,27.04,1.88,97.16,252.86,228.22,54.21,1.83,2.68,1.05,1.94,18.63,4.53,1.13,2.13,2.77,3.4,2.91,1.14,4.27,6.96,2.4,15.8,1.2,0.4,39.5,9.6,4.7,17.8,0.8,0.3,40.1,11.3
"GM14864A-3",2.61,2.01,32.02,3.98,95.28,222.23,147.15,35.42,1.34,3.09,1.04,2.24,22.87,8.94,1.09,2.64,2.85,2.77,4.97,1.16,4.34,12.16, , , , , , , , , , , , 
"GM14864A-6",0.17,1.96,29.44,2.04,96.83,241.98,234.59,44.25,1.51,2.49,1.05,1.97,20.96,4.1,1.14,2.12,2.76,3.35,2.94,1.09,4.2,7.04,9.6,19,0.6,0.3,42,14.8,9.6,18.6,0.5,0.5,41.9,14
"GM14864A-8",1.74,2,28.5,3.46,95.12,247.2,147.55,49.02,1.79,2.7,1.05,2.24,20.1,8.64,1.11,2.63,2.83,2.84,4.8,1.16,4.34,11.73,4.6,14.5,1.5,1.3,43.1,10.3,5.9,16.5,1.4,1.2,43,11.3
"GM14865A-5",2.1,3.22,29.67,2.4,80.09,237.66,168.63,41.48,1.43,2.64,1.05,2.23,16.17,7.4,1.23,2.37,2.81,2.97,3.25,1.15,4.35,7.83,6,17,8.3,4.6,41.1,11.7,6.7,17.3,7.2,3.7,41.4,12
"GM14866A-2",1.57,2.39,29.09,3.99,96.03,232.38,189.9,40,1.35,2.67,1.05,2.23,21.83,8.14,1.15,2.41,1.02,2.51,5.35,1.05,4.3,13.12, , , , , , , , , , , , 
"GM14866A-4",1.78,2.04,28.27,2.15,80.37,206.64,122.64,49.8,1.34,2.96,1.05,1.94,12.52,6.07,1.13,2.37,2.87,3.62,2.81,1.18,3.86,6.7,9.4,19.9,0.2,0.2,44.2,15,7.1,16.9,0.6,0.5,43.2,12
"GM14866A-8",2.56,2,27.92,3.57,95.42,249.04,175.59,55.5,1.86,2.14,1.04,2.26,22.63,8.88,1.19,2.64,1,2.81,4.97,1.16,4.33,12.14, , , , , , , , , , , , 
"GM14867A-1",2.28,2.01,27.17,1.71,79.63,244.88,185.25,51.39,1.42,2.64,1.05,2.23,14.81,5.89,1.14,2.36,2.8,2.91,2.73,1.2,4.08,6.5,8.3,20.7,1.1,0.6,40.4,15.2,8.8,20,1.1,0.6,40.6,14.4
"GM15011A-2",0.23,2.44,28.23,2.34,96.29,220.48,207.89,44.55,1.44,3,1.05,2.22,18.92,9.02,1.12,2.37,2.83,2.86,3.54,2.07,4.35,8.55,18.2,26.9,2.7,2.3,43.2,21.8,15.6,23.1,2,1.8,43.4,19.2
"GM579-13",0.72,2.04,29.99,2.92,94.97,227.89,137.98,52.87,1.49,2.56,1.05,2.23,40.11,7.66,1.25,2.62,2.77,2.92,3.78,1.09,4.3,9.16,5.9,17,1.8,1.4,42.7,11.5,6.4,15.1,1.7,1.4,42.5,10.8
"GM6127-15",0.67,1.96,29.12,2.89,96.29,222.7,118.01,49.94,1.5,2.97,1.05,2.25,20.1,7.04,1.15,2.59,1.01,2.52,3.94,1.07,4.09,9.55, , ,0.9,0.7,43, , , ,1.1,0.8,42.7, 
"GM14675A-12", , , , ,96.51, , , , , , , , , , , , , , ,1,4.31, ,1.6,6.7,1.4,1.8,38.6,4.3,3.8,10.7,1.1,1.4,39.3,7.3
"GM14321A-7", , , , ,69.88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"GM14866A-5", , , , ,64.81, , , , , , , , , , , , , , , , , ,7.4,25,1.3,1.5,42,16.8,7.2,22.8,1.3,1.1,41.9,15
"GM14867A-5", , , , ,66.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
